about,b3_issuer_code,b3_listing_segment,b3_sector,b3_segment,b3_subsector,cnpj,controlling_interest,cvm_code,founding_date,is_b3_listed,is_foreign,is_state_owned,main_activity,name,trade_name,website
,NMRH,DRN,Não Classificados,Não Classificados,Não Classificado,,,52400,,True,True,,,NOMURA HOLDINGS INC,NOMURA HO,
,NETE,DRN,Não Classificados,Não Classificados,Não Classificado,,,52418,,True,True,,,NETEASE INC,NETEASE,
,PTCH,DRN,Não Classificados,Não Classificados,Não Classificado,,,52434,,True,True,,,PETROCHINA CO LTD,,
,RDSA,DRN,Não Classificados,Não Classificados,Não Classificado,,,52442,,True,True,,,ROYAL DUTCH SHELL PLC,,
,RIOT,DRN,Não Classificados,Não Classificados,Não Classificado,,,52450,,True,True,,,RIO TINTO PLC,RIO TINTO,
,BCSA,DRN,Não Classificados,Não Classificados,Não Classificado,,,52469,,True,True,,,BANCO SANTANDER SA,SANTANDER,
,SAPP,DRN,Não Classificados,Não Classificados,Não Classificado,,,52477,,True,True,,,SAP SE,SAP SE,
,SNEC,DRN,Não Classificados,Não Classificados,Não Classificado,,,52485,,True,True,,,SONY GROUP CORPORATION,SONY GROUP,
,TLNC,DRN,Não Classificados,Não Classificados,Não Classificado,,,52507,,True,True,,,TELEFONICA SA,TELEFONIC,
,TMCO,DRN,Não Classificados,Não Classificados,Não Classificado,,,52515,,True,True,,,TOYOTA MOTOR CORP.,TOYOTAMO,
,TSMC,DRN,Não Classificados,Não Classificados,Não Classificado,,,52531,,True,True,,,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TAIWANSMFAC,
,TXSA,DRN,Não Classificados,Não Classificados,Não Classificado,,,52540,,True,True,,,TERNIUM SA,TERNIUMSA,
,ASML,DRN,Não Classificados,Não Classificados,Não Classificado,,,52558,,True,True,,,ASML HOLDING NV,ASML HOLD,
,PHGN,DRN,Não Classificados,Não Classificados,Não Classificado,,,52566,,True,True,,,KONINKLIJKE PHILIPS NV,KOPHILIPS,
,STMN,DRN,Não Classificados,Não Classificados,Não Classificado,,,52574,,True,True,,,STMICROELECTRONICS NV,STMICROEL,
,ULEV,DRN,Não Classificados,Não Classificados,Não Classificado,,,52582,,True,True,,,UNILEVER PLC,UNILEVER,
,NOKI,DRN,Não Classificados,Não Classificados,Não Classificado,,,52604,,True,True,,,NOKIA CORPORATION,NOKIA CORP,
,TAKP,DRN,Não Classificados,Não Classificados,Não Classificado,,,52612,,True,True,,,TAKEDA PHARMACEUTICAL CO LTD,TAKEDAPH,
,ABUD,DRN,Não Classificados,Não Classificados,Não Classificado,,,52620,,True,True,,,ANHEUSER-BUSCH INBEV SA/NV,AB INBEV,
,INGG,DRN,Não Classificados,Não Classificados,Não Classificado,,,52639,,True,True,,,ING GROEP NV,ING GROEP,
,A1MD,DRN,Não Classificados,Não Classificados,Não Classificado,,,52647,,True,True,,,ADVANCED MICRO DEVICES INC,ADVANCED MIC,
,A1FL,DRN,Não Classificados,Não Classificados,Não Classificado,,,52655,,True,True,,,AFLAC INC,AFLAC INC,
,,DRN,Não Classificados,Não Classificados,Não Classificado,,,52663,,True,True,,,ALEXION PHARMACEUTICALS INC,,
,A1EP,DRN,Não Classificados,Não Classificados,Não Classificado,,,52671,,True,True,,,AMERICAN ELECTRIC POWER CO INC,AMERICAN ELE,
,A1DI,DRN,Não Classificados,Não Classificados,Não Classificado,,,52680,,True,True,,,ANALOG DEVICES INC,ANALOG DEVIC,
,A1OS,DRN,Não Classificados,Não Classificados,Não Classificado,,,52698,,True,True,,,AO SMITH CORP,AO SMITH COR,
,A1PA,DRN,Não Classificados,Não Classificados,Não Classificado,,,52701,,True,True,,,APA CORP,APA CORP,
,A1MT,DRN,Não Classificados,Não Classificados,Não Classificado,,,52710,,True,True,,,APPLIED MATERIALS INC,APPLIED MATE,
,A1DM,DRN,Não Classificados,Não Classificados,Não Classificado,,,52728,,True,True,,,ARCHER-DANIELS-MIDLAND CO,ARCHER DANIE,
,B1KR,DRN,Não Classificados,Não Classificados,Não Classificado,,,52736,,True,True,,,BAKER HUGHES CO,BAKER HUGHES,
,B1BT,DRN,Não Classificados,Não Classificados,Não Classificado,,,52744,,True,True,,,TRUIST FINANCIAL CORPORATION,TRUIST FINAN,
,B1SX,DRN,Não Classificados,Não Classificados,Não Classificado,,,52760,,True,True,,,BOSTON SCIENTIFIC CORP,BOSTON SCIEN,
,C1OG,DRN,Não Classificados,Não Classificados,Não Classificado,,,52779,,True,True,,,COTERRA ENERGY INC.,COTERRA ENER,
,C1AH,DRN,Não Classificados,Não Classificados,Não Classificado,,,52787,,True,True,,,CARDINAL HEALTH INC,CARDINAL HEA,
,C1CL,DRN,Não Classificados,Não Classificados,Não Classificado,,,52795,,True,True,,,CARNIVAL CORP,CARNIVAL COR,
,C1BS,DRN,Não Classificados,Não Classificados,Não Classificado,,,52809,,True,True,,,VIACOMCBS Inc.,PARAMOUNT GL,
,C1NC,DRN,Não Classificados,Não Classificados,Não Classificado,,,52817,,True,True,,,CENTENE CORP,CENTENE CORP,
,C1NP,DRN,Não Classificados,Não Classificados,Não Classificado,,,52825,,True,True,,,CENTERPOINT ENERGY INC,CENTERPOINT,
,L1MN,DRN,Não Classificados,Não Classificados,Não Classificado,,,52833,,True,True,,,LUMEN TECHNOLOGIES. INC,LUMEN TECH,
,C1FI,DRN,Não Classificados,Não Classificados,Não Classificado,,,52841,,True,True,,,CF INDUSTRIES HOLDINGS INC,CF INDUSTRIE,
,C1FG,DRN,Não Classificados,Não Classificados,Não Classificado,,,52850,,True,True,,,CITIZENS FINANCIAL GROUP INC,CITIZENS FIN,
,C1TX,DRN,Não Classificados,Não Classificados,Não Classificado,,,52868,,True,True,,,CITRIX SYSTEMS INC,CITRIX SYSTE,
,C1AG,DRN,Não Classificados,Não Classificados,Não Classificado,,,52876,,True,True,,,CONAGRA BRANDS INC,CONAGRA BRAN,
,,DRN,Não Classificados,Não Classificados,Não Classificado,,,52884,,True,True,,,CONCHO RESOURCES INC,,
,G1LW,DRN,Não Classificados,Não Classificados,Não Classificado,,,52892,,True,True,,,CORNING INC,CORNING INC,
,D1EL,DRN,Não Classificados,Não Classificados,Não Classificado,,,52906,,True,True,,,DELL TECHNOLOGIES INC,DELL TECHNOL,
,D1VN,DRN,Não Classificados,Não Classificados,Não Classificado,,,52914,,True,True,,,DEVON ENERGY CORP,DEVON ENERGY,
,D1IS,DRN,Não Classificados,Não Classificados,Não Classificado,,,52922,,True,True,,,DISH NETWORK CORP,DISH NETWORK,
,D1OM,DRN,Não Classificados,Não Classificados,Não Classificado,,,52930,,True,True,,,DOMINION ENERGY INC,DOMINION ENE,
,D1HI,DRN,Não Classificados,Não Classificados,Não Classificado,,,52949,,True,True,,,DR HORTON INC,DR HORTON IN,
,D1XC,DRN,Não Classificados,Não Classificados,Não Classificado,,,52957,,True,True,,,DXC TECHNOLOGY CO,DXC TECHNOLO,
,E1IX,DRN,Não Classificados,Não Classificados,Não Classificado,,,52973,,True,True,,,EDISON INTERNATIONAL,EDISON INTER,
,E1OG,DRN,Não Classificados,Não Classificados,Não Classificado,,,52981,,True,True,,,EOG RESOURCES INC,EOG RESOURCE,
,E1XC,DRN,Não Classificados,Não Classificados,Não Classificado,,,52990,,True,True,,,EXELON CORP,EXELON CORP,
,F1NI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53007,,True,True,,,FIDELITY NATIONAL INFORMATION SERVICES INC,FIDELITY NAT,
,F1EC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53015,,True,True,,,FIRSTENERGY CORP,FIRSTENERGY,
,F1IS,DRN,Não Classificados,Não Classificados,Não Classificado,,,53023,,True,True,,,FISERV INC,FISERV INC,
,H1CA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53031,,True,True,,,HCA HEALTHCARE INC,HCA HEALTHCA,
,H1PE,DRN,Não Classificados,Não Classificados,Não Classificado,,,53040,,True,True,,,HEWLETT PACKARD ENTERPRISE CO,HEWLETT PACK,
,H1LT,DRN,Não Classificados,Não Classificados,Não Classificado,,,53058,,True,True,,,HILTON WORLDWIDE HOLDINGS INC,HILTON WORLD,
,H1RL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53066,,True,True,,,HORMEL FOODS CORP,HORMEL FOODS,
,H1ST,DRN,Não Classificados,Não Classificados,Não Classificado,,,53074,,True,True,,,HOST HOTELS & RESORTS INC,HOST HOTELS,
,H1BA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53082,,True,True,,,HUNTINGTON BANCSHARES INC,HUNTINGTON B,
,I1PC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53090,,True,True,,,INTERNATIONAL PAPER CO,INTERNATIONA,
,I1VZ,DRN,Não Classificados,Não Classificados,Não Classificado,,,53104,,True,True,,,INVESCO LTD,INVESCO LTD,
,J1CI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53112,,True,True,,,JOHNSON CONTROLS INTERNATIONAL PLC,JOHNSON CONT,
,K1EY,DRN,Não Classificados,Não Classificados,Não Classificado,,,53120,,True,True,,,KEYCORP,KEYCORP,
,K1SS,DRN,Não Classificados,Não Classificados,Não Classificado,,,53139,,True,True,,,KOHLS CORP,KOHLS CORP,
,K1RC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53147,,True,True,,,KROGER CO,KROGER CO,
,L1EN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53155,,True,True,,,LENNAR CORP,LENNAR CORP,
,L1BT,DRN,Não Classificados,Não Classificados,Não Classificado,,,53163,,True,True,,,LIBERTY GLOBAL PLC,LIBERTY GLOB,
,M1RO,DRN,Não Classificados,Não Classificados,Não Classificado,,,53171,,True,True,,,MARATHON OIL CORP,MARATHON OIL,
,M1PC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53180,,True,True,,,MARATHON PETROLEUM CORP,MARATHON PET,
,M1AS,DRN,Não Classificados,Não Classificados,Não Classificado,,,53198,,True,True,,,MASCO CORP,MASCO CORP,
,M1GM,DRN,Não Classificados,Não Classificados,Não Classificado,,,53201,,True,True,,,MGM RESORTS INTERNATIONAL,MGM RESORTS,
,M1CH,DRN,Não Classificados,Não Classificados,Não Classificado,,,53210,,True,True,,,MICROCHIP TECHNOLOGY INC,MICROCHIP TE,
,N1TA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53228,,True,True,,,NETAPP INC,NETAPP INC,
,N1WL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53236,,True,True,,,NEWELL BRANDS INC,NEWELL BRAND,
,N1EM,DRN,Não Classificados,Não Classificados,Não Classificado,,,53244,,True,True,,,NEWMONT CORP,NEWMONT GOLD,
,N1IS,DRN,Não Classificados,Não Classificados,Não Classificado,,,53252,,True,True,,,NISOURCE INC,NISOURCE INC,
,J1WN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53279,,True,True,,,NORDSTROM INC,NORDSTROM IN,
,N1CL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53287,,True,True,,,NORWEGIAN CRUISE LINE HOLDINGS LTD,NORWEGIAN CR,
,N1RG,DRN,Não Classificados,Não Classificados,Não Classificado,,,53295,,True,True,,,NRG ENERGY INC,NRG ENERGY I,
,N1XP,DRN,Não Classificados,Não Classificados,Não Classificado,,,53309,,True,True,,,NXP SEMICONDUCTORS NV,NXP SEMICOND,
,P1SX,DRN,Não Classificados,Não Classificados,Não Classificado,,,53317,,True,True,,,PHILLIPS 66,PHILLIPS 66,
,P1PL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53325,,True,True,,,PPL CORP,PPL CORP,
,P1HM,DRN,Não Classificados,Não Classificados,Não Classificado,,,53333,,True,True,,,PULTEGROUP INC,PULTEGROUP I,
,R1FC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53341,,True,True,,,REGIONS FINANCIAL CORP,REGIONS FINA,
,S1TX,DRN,Não Classificados,Não Classificados,Não Classificado,,,53350,,True,True,,,Seagate Technology Holdings Plc,SEAGATE HOLD,
,S1TT,DRN,Não Classificados,Não Classificados,Não Classificado,,,53368,,True,True,,,STATE STREET CORP,STATE STREET,
,S1YM,DRN,Não Classificados,Não Classificados,Não Classificado,,,53376,,True,True,,,NORTONLIFELOCK INC.,GEN DIGT INC,
,S1YF,DRN,Não Classificados,Não Classificados,Não Classificado,,,53384,,True,True,,,SYNCHRONY FINANCIAL,SYNCHRONY FI,
,S1YY,DRN,Não Classificados,Não Classificados,Não Classificado,,,53392,,True,True,,,SYSCO CORP,SYSCO CORP,
,T1SO,DRN,Não Classificados,Não Classificados,Não Classificado,,,53406,,True,True,,,THE SOUTHERN CO,THE SOUTHERN,
,W1MB,DRN,Não Classificados,Não Classificados,Não Classificado,,,53414,,True,True,,,THE WILLIAMS COS INC,WILLIAMS COS,
,T1MU,DRN,Não Classificados,Não Classificados,Não Classificado,,,53422,,True,True,,,T-MOBILE US INC,T-MOBILE US,
,U1BE,DRN,Não Classificados,Não Classificados,Não Classificado,,,53430,,True,True,,,UBER TECHNOLOGIES INC,UBER TECH IN,
,U1AL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53449,,True,True,,,UNITED AIRLINES HOLDINGS INC,UNITED AIRLI,
,W1MC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53457,,True,True,,,WASTE MANAGEMENT INC,WASTE MANAG,
,W1DC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53465,,True,True,,,WESTERN DIGITAL CORP,WESTERN DIG,
,W1YN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53473,,True,True,,,WYNN RESORTS LTD,WYNN RESORTS,
,X1EL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53481,,True,True,,,XCEL ENERGY INC,XCEL ENERGY,
,X1LN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53490,,True,True,,,XILINX INC,,
,Z1IO,DRN,Não Classificados,Não Classificados,Não Classificado,,,53503,,True,True,,,ZIONS BANCORPORATION NA,ZIONSBANCORP,
,A1GI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53511,,True,True,,,AGILENT TECHNOLOGIES INC,AGILENT TECH,
,A1UT,DRN,Não Classificados,Não Classificados,Não Classificado,,,53520,,True,True,,,AUTODESK INC,AUTODESK INC,
,A1EE,DRN,Não Classificados,Não Classificados,Não Classificado,,,53538,,True,True,,,AMEREN CORP,AMEREN CORP,
,A1ES,DRN,Não Classificados,Não Classificados,Não Classificado,,,53546,,True,True,,,AES CORP,AES CORP,
,A1KA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53554,,True,True,,,AKAMAI TECHNOLOGIES INC,AKAMAI TECHN,
,A1LG,DRN,Não Classificados,Não Classificados,Não Classificado,,,53562,,True,True,,,ALIGN TECHNOLOGY INC,ALIGN TECHNO,
,A1TT,DRN,Não Classificados,Não Classificados,Não Classificado,,,53570,,True,True,,,ALLSTATE CORP,ALLSTATE COR,
,T1OW,DRN,Não Classificados,Não Classificados,Não Classificado,,,53589,,True,True,,,AMERICAN TOWER CORP,AMERICAN TOW,
,A1NT,DRN,Não Classificados,Não Classificados,Não Classificado,,,53597,,True,True,,,ANTHEM INC,ELEV HEALTH,
,A1PH,DRN,Não Classificados,Não Classificados,Não Classificado,,,53600,,True,True,,,AMPHENOL CORP,AMPHENOL COR,
,B1AX,DRN,Não Classificados,Não Classificados,Não Classificado,,,53619,,True,True,,,BAXTER INTERNATIONAL INC,BAXTER INTER,
,F1RA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53627,,True,True,,,FRANKLIN RESOURCES INC,FRANKLIN RES,
,B1LL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53635,,True,True,,,BALL CORP,BALL CORP,
,B1WA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53643,,True,True,,,BORGWARNER INC,BORGWARNER I,
,C1BL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53651,,True,True,,,CHUBB LTD,CHUBB LTD,
,C1BR,DRN,Não Classificados,Não Classificados,Não Classificado,,,53660,,True,True,,,CBRE GROUP INC,CBRE GROUP I,
,C1CI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53678,,True,True,,,CROWN CASTLE INTERNATIONAL CORP,CROWN CASTLE,
,C1DN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53686,,True,True,,,CADENCE DESIGN SYSTEMS INC,CADENCE DESI,
,C1ER,DRN,Não Classificados,Não Classificados,Não Classificado,,,53694,,True,True,,,CERNER CORP,,
,C1IC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53708,,True,True,,,Cigna Corp,CIGNA GROUP,
,C1PB,DRN,Não Classificados,Não Classificados,Não Classificado,,,53716,,True,True,,,Campbell Soup Co,CAMPBELL SOU,
,D1FS,DRN,Não Classificados,Não Classificados,Não Classificado,,,53724,,True,True,,,Discover Financial Services,DISCOVER FIN,
,E1DI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53740,,True,True,,,Consolidated Edison Inc,CONSOLIDATED,
,E1MR,DRN,Não Classificados,Não Classificados,Não Classificado,,,53759,,True,True,,,Emerson Electric Co,EMERSON ELEC,
,E1TN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53767,,True,True,,,Eaton Corp PLC,EATON CORP P,
,E1TR,DRN,Não Classificados,Não Classificados,Não Classificado,,,53775,,True,True,,,Entergy Corp,ENTERGY CORP,
,F1AN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53783,,True,True,,,Diamondback Energy Inc,DIAMONDBACK,
,F1BH,DRN,Não Classificados,Não Classificados,Não Classificado,,,53791,,True,True,,,Fortune Brands Home & Security Inc,FORTUNE INNO,
,T1EC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53805,,True,True,,,TechnipFMC PLC,TECHNIPFMC P,
,F1TN,DRN,Não Classificados,Não Classificados,Não Classificado,,,53813,,True,True,,,Fortinet Inc,FORTINET INC,
,F1TV,DRN,Não Classificados,Não Classificados,Não Classificado,,,53821,,True,True,,,Fortive Corp,FORTIVE CORP,
,G1MI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53830,,True,True,,,General Mills Inc,GENERAL MILL,
,G1PI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53848,,True,True,,,Global Payments Inc,GLOBAL PAYME,
,H1AS,DRN,Não Classificados,Não Classificados,Não Classificado,,,53856,,True,True,,,Hasbro Inc,HASBRO INC,
,H1BI,DRN,Não Classificados,Não Classificados,Não Classificado,,,53864,,True,True,,,Hanesbrands Inc,HANESBRANDS,
,P1EA,DRN,Não Classificados,Não Classificados,Não Classificado,,,53872,,True,True,,,Healthpeak Properties Inc,HEALTHPEAK P,
,H1ES,DRN,Não Classificados,Não Classificados,Não Classificado,,,53880,,True,True,,,Hess Corp,HESS CORP,
,H1FC,DRN,Não Classificados,Não Classificados,Não Classificado,,,53899,,True,True,,,HollyFrontier Corp,HF SINCLAIR,
,H1OG,DRN,Não Classificados,Não Classificados,Não Classificado,,,53902,,True,True,,,HARLEY-DAVIDSON INC,HARLEY-DAVID,
,H1OL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53910,,True,True,,,HOLOGIC INC,HOLOGIC INC,
,H1RB,DRN,Não Classificados,Não Classificados,Não Classificado,,,53929,,True,True,,,H&R BLOCK INC,HER BLOCK IN,
,I1CE,DRN,Não Classificados,Não Classificados,Não Classificado,,,53937,,True,True,,,INTERCONTINENTAL EXCHANGE INC,INTERCONTINE,
,I1FF,DRN,Não Classificados,Não Classificados,Não Classificado,,,53945,,True,True,,,INTERNATIONAL FLAVORS & FRAGRANCES INC,FLAVOR FLAGR,
,I1PH,DRN,Não Classificados,Não Classificados,Não Classificado,,,53953,,True,True,,,INTERPUBLIC GROUP OF COS INC,INTERPUBLIC,
,I1RP,DRN,Não Classificados,Não Classificados,Não Classificado,,,53961,,True,True,,,TRANE TECHNOLOGIES PLC,TRANE TECH,
,I1RM,DRN,Não Classificados,Não Classificados,Não Classificado,,,53970,,True,True,,,IRON MOUNTAIN INC,IRON MOUNTAI,
,J1NP,DRN,Não Classificados,Não Classificados,Não Classificado,,,53988,,True,True,,,JUNIPER NETWORKS INC,JUNIPER NETW,
,K1EL,DRN,Não Classificados,Não Classificados,Não Classificado,,,53996,,True,True,,,KELLOGG CO,KELLOGG CO,
,K1SG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54003,,True,True,,,KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TEC,
,K1IM,DRN,Não Classificados,Não Classificados,Não Classificado,,,54011,,True,True,,,KIMCO REALTY CORP,KIMCO REALTY,
,L1IN,DRN,Não Classificados,Não Classificados,Não Classificado,,,54020,,True,True,,,LINDE PLC,,
,L1KQ,DRN,Não Classificados,Não Classificados,Não Classificado,,,54038,,True,True,,,LKQ CORP,LKQ CORP,
,L1RC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54046,,True,True,,,LAM RESEARCH CORP,LAM RESEARCH,
,S1OU,DRN,Não Classificados,Não Classificados,Não Classificado,,,54054,,True,True,,,SOUTHWEST AIRLINES CO,SOUTHWEST AI,
,L1YB,DRN,Não Classificados,Não Classificados,Não Classificado,,,54062,,True,True,,,LyondellBasell Industries NV,LYONDELLBASE,
,M1MC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54070,,True,True,,,Marsh & McLennan Cos Inc,MARSH E MCLE,
,M1NS,DRN,Não Classificados,Não Classificados,Não Classificado,,,54089,,True,True,,,Monster Beverage Corp,MONSTER BEVE,
,N1OV,DRN,Não Classificados,Não Classificados,Não Classificado,,,54097,,True,True,,,NOV Inc,NOV INC,
,N1SC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54100,,True,True,,,Norfolk Southern Corp,NORFOLK SOUT,
,N1UE,DRN,Não Classificados,Não Classificados,Não Classificado,,,54119,,True,True,,,Nucor Corp,NUCOR CORP,
,O1KE,DRN,Não Classificados,Não Classificados,Não Classificado,,,54127,,True,True,,,ONEOK Inc,ONEOK INC,
,P1AY,DRN,Não Classificados,Não Classificados,Não Classificado,,,54135,,True,True,,,Paychex Inc,PAYCHEX INC,
,P1BC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54143,,True,True,,,Peoples United Financial Inc,,
,P1EG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54151,,True,True,,,Public Service Enterprise Group Inc,PUBLIC SERVI,
,P1GR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54160,,True,True,,,The Progressive Corp,THE PROGRESS,
,P1LD,DRN,Não Classificados,Não Classificados,Não Classificado,,,54178,,True,True,,,Prologis Inc,PROLOGIS INC,
,P1PG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54186,,True,True,,,PPG Industries Inc,PPG INDUSTRI,
,P1RG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54194,,True,True,,,Perrigo Co PLC,PERRIGO CO P,
,P1DT,DRN,Não Classificados,Não Classificados,Não Classificado,,,54208,,True,True,,,Prudential Financial Inc,PRUDENTIAL F,
,R1CL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54216,,True,True,,,ROYAL CARIBBEAN GROUP,ROYAL CARIBB,
,R1LC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54224,,True,True,,,RALPH LAUREN CORP,RALPH LAUREN,
,S1SL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54232,,True,True,,,SKYWORKS SOLUTIONS INC,SKYWORKS SOL,
,M1CB,DRN,Não Classificados,Não Classificados,Não Classificado,,,54240,,True,True,,,MOLSON COORS BREWING CO,MOLSON COORS,
,T1EL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54259,,True,True,,,TE CONNECTIVITY LTD,TE CONNECTIV,
,T1RI,DRN,Não Classificados,Não Classificados,Não Classificado,,,54267,,True,True,,,TRIPADVISOR INC,TRIPADVISOR,
,T1SC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54275,,True,True,,,TRACTOR SUPPLY CO,TRACTOR SUPP,
,T1XT,DRN,Não Classificados,Não Classificados,Não Classificado,,,54283,,True,True,,,TEXTRON INC,TEXTRON INC,
,U1DR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54291,,True,True,,,UDR INC,UDR INC,
,U1RI,DRN,Não Classificados,Não Classificados,Não Classificado,,,54305,,True,True,,,UNITED RENTALS INC,UNITED RENTA,
,V1TA,DRN,Não Classificados,Não Classificados,Não Classificado,,,54313,,True,True,,,VENTAS INC,VENTAS INC,
,W1AB,DRN,Não Classificados,Não Classificados,Não Classificado,,,54321,,True,True,,,WABTEC CORP,WABTEC CORP,
,W1DA,DRN,Não Classificados,Não Classificados,Não Classificado,,,54330,,True,True,,,WORKDAY INC,WORKDAY INC,
,W1EC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54348,,True,True,,,WEC ENERGY GROUP INC,WEC ENERGY G,
,W1EL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54356,,True,True,,,WELLTOWER INC,WELLTOWER IN,
,W1RK,DRN,Não Classificados,Não Classificados,Não Classificado,,,54364,,True,True,,,WESTROCK CO,WESTROCK CO,
,W1YC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54372,,True,True,,,WEYERHAEUSER CO,WEYERHAEUSER,
,A1AP,DRN,Não Classificados,Não Classificados,Não Classificado,,,54380,,True,True,,,ADVANCE AUTO PARTS INC,ADVANCE AUTO,
,A1PD,DRN,Não Classificados,Não Classificados,Não Classificado,,,54399,,True,True,,,AIR PRODUCTS & CHEMICALS INC,AIR PRODUCTS,
,A1LB,DRN,Não Classificados,Não Classificados,Não Classificado,,,54402,,True,True,,,ALBEMARLE CORP,ALBEMARLE CO,
,A1LL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54410,,True,True,,,ALLIANCE DATA SYSTEMS CORP,BREAD FINAN,
,A1MB,DRN,Não Classificados,Não Classificados,Não Classificado,,,54429,,True,True,,,AMERISOURCEBERGEN CORP,AMERISOURCEB,
,A1ME,DRN,Não Classificados,Não Classificados,Não Classificado,,,54437,,True,True,,,AMETEK INC,AMETEK INC,
,A1ON,DRN,Não Classificados,Não Classificados,Não Classificado,,,54445,,True,True,,,AON PLC,AON PLC,
,A1IV,DRN,Não Classificados,Não Classificados,Não Classificado,,,54453,,True,True,,,APARTMENT INVESTMENT & MANAGEMENT CO,APARTMENT IN,
,A1NE,DRN,Não Classificados,Não Classificados,Não Classificado,,,54461,,True,True,,,ARISTA NETWORKS INC,ARISTA NETWO,
,A1JG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54470,,True,True,,,ARTHUR J GALLAGHER & CO,ARTHUR J GAL,
,B1DX,DRN,Não Classificados,Não Classificados,Não Classificado,,,54488,,True,True,,,BECTON DICKINSON AND CO,BECTON DICKI,
,B1MR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54496,,True,True,,,BIOMARIN PHARMACEUTICAL INC,BIOMARIN PHA,
,K1MX,DRN,Não Classificados,Não Classificados,Não Classificado,,,54500,,True,True,,,CARMAX INC,CARMAX INC,
,C1NS,DRN,Não Classificados,Não Classificados,Não Classificado,,,54518,,True,True,,,CELANESE CORP,CELANESE COR,
,C1HR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54526,,True,True,,,CH ROBINSON WORLDWIDE INC,CH ROBINSON,
,C1HK,DRN,Não Classificados,Não Classificados,Não Classificado,,,54534,,True,True,,,CHECK POINT SOFTWARE TECHNOLOGIES LTD,CHECK POINT,
,C1MS,DRN,Não Classificados,Não Classificados,Não Classificado,,,54542,,True,True,,,CMS ENERGY CORP,CMS ENERGY C,
,C1MA,DRN,Não Classificados,Não Classificados,Não Classificado,,,54550,,True,True,,,COMERICA INC,COMERICA INC,
,C1PR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54569,,True,True,,,COPART INC,COPART INC,
